"","PoissonsRatio","E","ThermalExpansion","InnerRadius","OuterRadius","InnerTemp","OuterTemp","ThicknessChange","PercentThicknessChange","YieldStress","TempDiff","TempDiff_for_Yield"
"4521",0.3,327226493985,1.872e-05,0.989665307160467,1.58696063811425,48.2310370425694,73.3212566629,0.000722059177127127,0.120888133509116,143274200,25.0902196203306,25.09
"4522",0.32,391086441427,2.535e-05,0.839240512789693,1.43091507063014,25.4698479780927,48.0054981273767,0.000608514021618877,0.102846068595528,220773077,22.535650149284,22.54
"4523",0.3,189813880008,1.924e-05,0.387006218773313,0.906915245410055,51.2943081615958,120.59461160364,0.00103602052026465,0.19926957740407,271220537,69.3003034420442,69.3
"4524",0.26,77741203939,2.767e-05,0.985490942117758,1.48217679220252,195.793315646006,310.120758199304,0.00368410109331076,0.74173667171756,211455204,114.327442553298,114.33
"4525",0.3,396114166167,1.504e-05,0.469456089399755,1.06611186933704,139.460665074876,157.897087244305,0.00137472150595534,0.230404456334914,116509107,18.4364221694291,18.44
"4526",0.07,135674739981,2.907e-05,0.0807774942740798,0.435930659868754,164.864368800772,237.362925404242,0.00237248504922363,0.668017429959014,274051401,72.4985566034694,72.5
"4527",0.26,263047151132,1.312e-05,0.788442034651525,0.909202791615389,139.328542654403,248.908991372667,0.000315678995246239,0.26140859264463,280870962,109.580448718265,109.58
"4528",0.23,252481144508,9.92e-06,0.442657227753662,1.27991128248163,198.145612783264,292.420859197821,0.00227182828177881,0.271342762564101,246901851,94.2752464145571,94.28
"4529",0.02,361505460129,1.285e-05,0.898136444296688,1.66607974779326,188.539202907123,259.415327790802,0.00234554123876611,0.305431563513408,232144537,70.8761248836792,70.88
"4530",0.29,306196341026,1.408e-05,0.39801541512832,0.741075376253575,144.766718882602,227.758624932692,0.000977649176695548,0.284979096216535,349599620,82.9919060500906,82.99
"4531",0.3,240949269857,2.22e-05,0.853061542350333,1.89338950101985,125.442240090342,161.777047490403,0.00351908955768017,0.338267325063605,206783235,36.3348074000608,36.33
"4532",0.09,105792111952,1.11e-05,0.616558403961826,0.87446479201084,70.1199642964639,206.329392257612,0.000440057755871316,0.170626931422763,324887419,136.209427961148,412.21
"4533",0.29,247455830900,2.257e-05,0.555441122022457,1.55268681725487,37.5001038890332,57.6215733207761,0.00120322082799266,0.120654401793355,126136499,20.1214694317429,20.12
"4534",0.34,395534371038,2.386e-05,1.13147350830259,1.78539128763368,144.29215984419,156.709122098022,0.00237657369404585,0.363436164172948,115670057,12.4169622538323,12.42
"4535",0.17,96275602831,1.171e-05,0.643337529189885,1.8302910505468,71.7543481092434,270.161960592082,0.00319521867279936,0.269194927628388,213771492,198.407612482839,198.41
"4536",0.2,120409846632,1.548e-05,0.0950961291021667,0.679765521145891,169.830046320567,342.498602352189,0.00297929707199841,0.509569529813116,371321422,172.668556031622,172.67
"4537",0.38,312336819409,7.82e-06,0.812015728475526,1.85168863587081,134.830683708424,206.446398229704,0.001531092731997,0.147266772184424,210582272,71.6157145212799,71.62
"4538",0.41,321221074988,1.169e-05,0.952419077788945,1.16205586921191,54.7514641715679,117.900588022306,0.000221716434886027,0.105762177230948,225833748,63.1491238507381,63.15
"4539",0.42,304757509709,8.3e-06,0.772548888444435,1.28022584038088,157.315546442987,263.563596107641,0.000959180716683213,0.188935249674933,309205180,106.248049664654,106.25
"4540",0.03,79653752518,2.874e-05,0.748587002304848,1.00167268112069,96.216005156748,197.247387878588,0.00113781611850545,0.449577441058364,141573578,101.03138272184,101.03
"4541",0.35,138409820937,1.941e-05,0.707941517452709,1.76592590495478,177.733073738636,295.798387766206,0.00551403654839838,0.521183168063297,373219434,118.065314027569,118.07
"4542",0.43,329068398285,2.157e-05,0.754014769673813,1.1468282113201,153.56450395193,173.372417354515,0.00140775007520508,0.358376248354736,155615810,19.807913402586,19.81
"4543",0.17,247603885778,2.324e-05,0.353185398483183,1.22140319047263,89.1663570480887,150.363881714493,0.0028281245561891,0.325739069422743,351575603,61.1975246664044,61.2
"4544",0.23,92740633816,1.957e-05,0.215494117501657,0.738992809026968,85.6598352198489,266.951030676987,0.00242344945165032,0.462933239544334,355382128,181.291195457139,181.29
"4545",0.22,371375356379,2.409e-05,0.0239028129680082,0.498259764369577,73.0469342321157,106.385258921093,0.00120633138079984,0.25430878102145,372204220,33.3383246889774,33.34
"4546",0.09,85908616765,1.232e-05,0.481373461880721,0.601535576870665,106.077997246757,286.714646667155,0.000310385908626695,0.258305963283578,120725602,180.636649420398,180.64
"4547",0.01,268297666830,1.356e-05,0.153956413257401,1.19461516813608,189.856312563643,295.460781426213,0.00406449324637207,0.390569264642944,360523724,105.60446886257,105.6
"4548",0.39,120468079820,2.476e-05,0.610181500050239,0.854595985971391,166.713919054018,268.780825983793,0.0013856636458571,0.566931882386101,303770929,102.066906929774,102.07
"4549",0.3,248659052870,2.293e-05,0.298699191152118,1.29148739223368,101.946508826222,143.611610099517,0.00314389260876329,0.31667304318668,295653583,41.6651012732943,41.67
"4550",0.2,225375424467,2.324e-05,0.560587754668668,1.47500166079029,167.631727945991,216.228333118958,0.00436871605047394,0.477761331190085,248600003,48.5966051729672,48.6
"4551",0.42,361539985999,2.162e-05,0.522392893296201,0.755276182985399,112.841731030494,133.419708108846,0.000632492032172369,0.271591848868367,172376894,20.5779770783524,20.58
"4552",0.47,170894631725,2.498e-05,1.15035320930649,1.9470859686425,40.9018512582406,73.7380056395372,0.00125052234791732,0.156956311042048,176212986,32.8361543812966,32.84
"4553",0.09,297503555748,2.05e-05,0.499758513660636,0.762472127068322,92.7745303662959,154.257416493782,0.000710500127914261,0.270446635291673,263080670,61.482886127486,61.48
"4554",0.19,112618901134,2.431e-05,1.01969591506524,1.37104624388041,168.541424395517,353.727947900824,0.00238391976487266,0.678502215413249,375669321,185.186523505308,185.19
"4555",0.47,124692951934,2.7e-06,0.408728996331338,1.03287311710184,177.32157271239,372.074690292357,0.000552227316021391,0.0884775322948915,271686637,194.753117579967,556.22
"4556",0.35,80460018730,1.478e-05,0.221448002145626,1.31785242009908,89.1845057660248,184.459302424554,0.00284509663811106,0.259493357699316,158533042,95.2747966585295,95.27
"4557",0.39,218359501972,2.43e-06,0.971845083276276,1.34097298808629,71.6281998553313,223.868152440991,0.000146728102991009,0.039749935206478,254610596,152.23995258566,486.45
"4558",0.28,317141835019,2.009e-05,0.0613755923579447,0.836737773136701,146.815423545195,162.466928334044,0.00252100883702012,0.325139515379519,133548634,15.6515047888495,15.65
"4559",0.22,328985633040,5.97e-06,0.684964068594854,1.31561276043067,73.4152731660288,264.548871831866,0.000782695789810166,0.12410963503813,338310014,191.133598665837,191.13
"4560",0.41,169856324957,1.231e-05,0.299277610918507,0.911114186425693,186.123705841601,242.546654011571,0.00174684959034431,0.285509180110104,162596696,56.4229481699697,56.42
"4561",0.27,274736251198,3.04e-06,0.825446133890655,1.37474599670852,55.6530852161814,247.978362633148,0.000305725478380175,0.0556573010617243,334938550,192.325277416967,441
"4562",0.39,138675191209,1.056e-05,0.848581074560061,1.49681864754297,190.938145580003,347.533693938749,0.00203473906358317,0.31388786278157,327051094,156.595548358746,201.97
"4563",0.2,384305956785,2.805e-05,1.19945764429634,2.2929428746202,169.099503644975,207.210480163891,0.00600664171143203,0.54931164544884,359022282,38.1109765189159,38.11
"4564",0.25,344999077888,6.94e-06,0.906058317439165,1.56216862014728,51.9326765963342,112.003196384063,0.000420813511385384,0.0641376167465236,129665603,60.0705197877285,60.07
"4565",0.11,97751479023,3.81e-06,1.03113625959959,1.93898011893034,164.365771505982,273.3062654268,0.000831662412202814,0.091608529776905,171863638,108.940493920818,587.97
"4566",0.16,374819224800,2.11e-06,0.914791448712349,2.09105574765243,159.825165662915,259.871753677726,0.000581762077862823,0.0494584489546307,321553696,100.046588014811,457.6
"4567",0.41,259059836110,9.37e-06,0.56665909251431,1.29794102924177,78.8261240872089,196.284527840496,0.00114262167072987,0.156249130922497,359253880,117.458403753287,117.46
"4568",0.42,327793611025,2.423e-05,0.321826352847274,0.802340260886121,190.924205409829,218.036482878305,0.00246536143756112,0.513067654508308,285819805,27.1122774684767,27.11
"4569",0.03,234175064790,5.97e-06,0.764453007439151,1.60706012141425,195.731938746758,313.849192502627,0.0014162765923352,0.168082676830694,124405160,118.11725375587,118.12
"4570",0.05,316353696587,4.35e-06,0.721750048177782,1.64425464037573,95.3645804023836,288.676094572293,0.000962228335066218,0.104306075352278,361924565,193.311514169909,334.25
"4571",0.23,122777436483,4.88e-06,0.0482954186620191,0.601071219844744,89.270544773899,274.94394860696,0.000719731733444245,0.130203191222246,388556456,185.673403833061,525.43
"4572",0.17,150627047496,1.74e-05,0.327816521269269,1.33368926358875,127.050325257005,222.079988179421,0.00365302616444083,0.363169813709951,258373340,95.029662922416,95.03
"4573",0.16,200020352697,9.08e-06,1.13163413763745,1.5418565210863,108.093939052196,229.129727191236,0.000673703993640164,0.164228969656932,156963479,121.03578813904,121.04
"4574",0.14,236753183182,1.659e-05,0.0218775898823515,1.14116201660596,83.6030736099929,170.413684152586,0.00314808572104097,0.28125877979524,391006827,86.8106105425936,86.81
"4575",0.4,313342084512,1.302e-05,0.537701057093218,1.7226089498587,55.4833411355503,103.3654678512,0.00146202503197388,0.123387230425281,266271405,47.8821267156493,47.88
"4576",0.23,120131459201,1.209e-05,0.026554879352916,0.545360176281538,117.810964153614,236.092259823065,0.00146219396938684,0.281838673977149,217651724,118.281295669451,118.28
"4577",0.41,167799266472,1.995e-05,1.19126539860154,2.32873560636071,158.846239460399,229.254886540826,0.00473510067556304,0.416283489735631,284158876,70.4086470804262,70.41
"4578",0.35,159124378087,2.954e-05,0.5233508550236,1.61360720092431,131.834430276649,176.285071964201,0.00540958885996488,0.496175865456283,261616810,44.4506416875519,44.45
"4579",0.11,114924091082,2.41e-06,0.0693419297249056,1.04479537131498,166.467949241633,269.979564292589,0.000626392317090097,0.0642155012615492,237719976,103.511615050957,791.88
"4580",0.4,332372937801,7e-06,0.217563057281077,1.31651042132638,47.6666130474769,119.943933470057,0.000870908915181423,0.0792493747812946,252916406,72.27732042258,72.28
"4581",0.44,381221644350,7.78e-06,0.260243112677708,0.4392148638051,194.69498898834,276.706551500777,0.000347376396557987,0.194095657202753,287719126,82.011562512437,82.01
"4582",0.23,110618534621,8.74e-06,0.163999118886422,1.28155291280476,67.4226714880206,183.939220884349,0.00171604084329729,0.153553310152574,329445942,116.516549396329,281.35
"4583",0.42,242793153634,2.07e-06,0.205341102050152,0.492200922740158,69.2747136461549,218.886027683038,0.000108385319430149,0.0377833741823589,153985963,149.611314036883,234.28
"4584",0.01,122376365412,2.152e-05,0.0929313879134133,0.415699559324421,197.442477027653,265.733499088592,0.00178537376692421,0.553144307606075,158930736,68.2910220609395,68.29
"4585",0.29,324494258042,2.604e-05,0.265933397985063,1.41355756792706,171.630545187509,200.424534852243,0.00589795748147285,0.513927611142154,308536923,28.7939896647339,28.79
"4586",0.12,360042246121,1.657e-05,0.91280207745498,2.02232451506192,110.773616173537,138.82168353448,0.0024185439944176,0.217980629543104,140036493,28.0480673609429,28.05
"4587",0.43,75365851538,9.15e-06,1.08669071105076,1.57609286271734,178.554257325595,346.197419118835,0.00126610614316168,0.258704654004924,311953594,167.643161793239,416.68
"4588",0.11,139226706084,4.29e-06,0.310285124636721,0.880156275851186,104.855416057399,242.139896232402,0.000524232909487399,0.0919914805952528,194227359,137.284480175003,362.37
"4589",0.29,334774729358,2.703e-05,0.831674663205631,1.35409928631969,183.0077912251,196.293840929344,0.0027070101988926,0.518162827539927,111323450,13.2860497042437,13.29
"4590",0.39,134784158242,1.393e-05,0.705605716132559,0.862517225197516,100.172466371441,168.477981776249,0.000303460978909432,0.193396252905711,118647472,68.3055154048077,68.31
"4591",0.01,297807171582,2.716e-05,0.671112941086758,0.927939037929755,121.605813695351,151.252560432712,0.000973570890204044,0.379077867152733,147534840,29.6467467373611,29.65
